,RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,Percent Change
5243,90616,6373,75009,zip,TX,TX,Celina,"Dallas-Fort Worth-Arlington, TX",Collin County,-2.402859846434939
5245,75560,6377,40206,zip,KY,KY,Louisville,"Louisville/Jefferson County, KY-IN",Jefferson County,6.170690253789238
5250,89939,6388,73114,zip,OK,OK,Oklahoma City,"Oklahoma City, OK",Oklahoma County,6.016232781429935
5251,96086,6389,90210,zip,CA,CA,Beverly Hills,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,3.438797919680085
5253,67191,6391,22206,zip,VA,VA,Arlington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,2.813423094586342
5254,61983,6393,11021,zip,NY,NY,Great Neck,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County,8.33833021559947
5258,73253,6397,34994,zip,FL,FL,Stuart,"Port St. Lucie, FL",Martin County,5.107767243338041
5262,96940,6403,92603,zip,CA,CA,Irvine,"Los Angeles-Long Beach-Anaheim, CA",Orange County,4.485308457172281
5264,93143,6413,79935,zip,TX,TX,El Paso,"El Paso, TX",El Paso County,7.024913028983811
5268,399652,6420,85083,zip,AZ,AZ,Phoenix,"Phoenix-Mesa-Chandler, AZ",Maricopa County,9.129835448548581
5272,82291,6428,55441,zip,MN,MN,Plymouth,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,5.7931003348004815
5277,74367,6442,37405,zip,TN,TN,Red Bank,"Chattanooga, TN-GA",Hamilton County,3.8855178289505883
5279,62101,6447,11415,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,2.9516666508397926
5284,90716,6452,75137,zip,TX,TX,Duncanville,"Dallas-Fort Worth-Arlington, TX",Dallas County,8.145637460010585
5285,72580,6455,33413,zip,FL,FL,West Palm Beach,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,2.2466974636420143
5288,72712,6461,33609,zip,FL,FL,Tampa,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,5.31889004844589
5289,67435,6462,22911,zip,VA,VA,Charlottesville,"Charlottesville, VA",Albemarle County,4.132944043926734
5295,88488,6471,70125,zip,LA,LA,New Orleans,"New Orleans-Metairie, LA",Orleans Parish,0.796206701649212
5296,61099,6474,8536,zip,NJ,NJ,Plainsboro,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,1.8858888326196088
5298,79170,6476,48377,zip,MI,MI,Novi,"Detroit-Warren-Dearborn, MI",Oakland County,-0.6828570979574262
5300,83143,6481,57110,zip,SD,SD,Sioux Falls,"Sioux Falls, SD",Minnehaha County,-0.5230962180782968
5301,99505,6484,98020,zip,WA,WA,Edmonds,"Seattle-Tacoma-Bellevue, WA",Snohomish County,-0.07072048004503848
5303,96246,6486,90814,zip,CA,CA,Long Beach,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,5.275559134312692
5308,91462,6494,76541,zip,TX,TX,Killeen,"Killeen-Temple, TX",Bell County,1.7634973193486627
5310,82103,6496,55102,zip,MN,MN,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",Ramsey County,1.7931048847121207
5311,69457,6497,27617,zip,NC,NC,Raleigh,"Raleigh-Cary, NC",Wake County,-1.8502359405170172
5314,91718,6500,77069,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,0.38362387016553473
5316,96769,6502,92264,zip,CA,CA,Palm Springs,"Riverside-San Bernardino-Ontario, CA",Riverside County,4.052467342148961
5320,95840,6507,89144,zip,NV,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,-6.5334729943522145
5322,99129,6510,97215,zip,OR,OR,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,0.3748782954718047
5325,92661,6516,78752,zip,TX,TX,Austin,"Austin-Round Rock-Georgetown, TX",Travis County,0.6511894320056503
5327,71870,6519,32217,zip,FL,FL,Jacksonville,"Jacksonville, FL",Duval County,0.8799264980507777
5328,74243,6520,37212,zip,TN,TN,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County,4.429076146654035
5329,97126,6520,93103,zip,CA,CA,Santa Barbara,"Santa Maria-Santa Barbara, CA",Santa Barbara County,1.9010671629649558
5330,69676,6525,28034,zip,NC,NC,Dallas,"Charlotte-Concord-Gastonia, NC-SC",Gaston County,5.447032750407238
5331,67229,6527,22311,zip,VA,VA,Alexandria,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria City,-0.6887837680313492
5332,73052,6528,34233,zip,FL,FL,Sarasota,"North Port-Sarasota-Bradenton, FL",Sarasota County,3.592262789622269
5334,58670,6531,2170,zip,MA,MA,Quincy,"Boston-Cambridge-Newton, MA-NH",Norfolk County,7.961271527975352
5337,87126,6537,66210,zip,KS,KS,Overland Park,"Kansas City, MO-KS",Johnson County,1.7880207454933381
5339,93582,6540,80904,zip,CO,CO,Colorado Springs,"Colorado Springs, CO",El Paso County,5.246507172376824
5343,82829,6545,56377,zip,MN,MN,Sartell,"St. Cloud, MN",Stearns County,6.466395306854103
5344,77648,6546,45405,zip,OH,OH,Dayton,"Dayton-Kettering, OH",Montgomery County,6.799919870139264
5345,77499,6547,45208,zip,OH,OH,Cincinnati,"Cincinnati, OH-KY-IN",Hamilton County,9.09570946642358
5347,96433,6549,91501,zip,CA,CA,Burbank,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,11.700271447729003
5348,72736,6557,33637,zip,FL,FL,Temple Terrace,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,5.525894727581307
5351,70454,6561,29410,zip,SC,SC,Hanahan,"Charleston-North Charleston, SC",Berkeley County,-1.1154862446526814
5353,58466,6563,1721,zip,MA,MA,Ashland,"Boston-Cambridge-Newton, MA-NH",Middlesex County,3.7651245084755507
5354,88487,6569,70124,zip,LA,LA,New Orleans,"New Orleans-Metairie, LA",Orleans Parish,4.231235587297615
5358,90787,6574,75235,zip,TX,TX,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,-1.0443285520005086
5362,66764,6585,21076,zip,MD,MD,Hanover,"Baltimore-Columbia-Towson, MD",Anne Arundel County,-0.048138477299378084
5363,72026,6587,32504,zip,FL,FL,Pensacola,"Pensacola-Ferry Pass-Brent, FL",Escambia County,1.887575898420065
5371,69377,6602,27518,zip,NC,NC,Cary,"Raleigh-Cary, NC",Wake County,-2.078909518829559
5372,96322,6604,91203,zip,CA,CA,Glendale,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,3.915638687211884
5376,94462,6620,84102,zip,UT,UT,Salt Lake City,"Salt Lake City, UT",Salt Lake County,2.778617311267662
5377,61881,6620,10591,zip,NY,NY,Tarrytown,"New York-Newark-Jersey City, NY-NJ-PA",Westchester County,10.065037295772711
5378,85956,6627,63138,zip,MO,MO,Spanish Lake,"St. Louis, MO-IL",Saint Louis County,14.79727403414402
5379,72575,6629,33408,zip,FL,FL,North Palm Beach,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,6.051094893902119
5380,98425,6631,95816,zip,CA,CA,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,1.88618147137634
5384,96384,6637,91361,zip,CA,CA,Westlake Village,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,3.0175722860424816
5386,65326,6643,18049,zip,PA,PA,Emmaus,"Allentown-Bethlehem-Easton, PA-NJ",Lehigh County,7.00410049676473
5387,73279,6643,35040,zip,AL,AL,Calera,"Birmingham-Hoover, AL",Shelby County,6.554275165610648
5388,93950,6646,82609,zip,WY,WY,Casper,"Casper, WY",Natrona County,12.135101123891923
5394,77913,6655,46016,zip,IN,IN,Anderson,"Indianapolis-Carmel-Anderson, IN",Madison County,8.942371401719122
5395,66811,6656,21201,zip,MD,MD,Baltimore,"Baltimore-Columbia-Towson, MD",Baltimore City,3.264330694153386
5397,99149,6661,97239,zip,OR,OR,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,-1.2066951232885288
5402,87865,6666,68114,zip,NE,NE,Omaha,"Omaha-Council Bluffs, NE-IA",Douglas County,4.800369576169635
5404,97691,6669,94301,zip,CA,CA,Palo Alto,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,-0.3296803105881894
5406,67135,6674,22046,zip,VA,VA,Falls Church,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Falls Church City,5.183482731761838
5408,60588,6676,7079,zip,NJ,NJ,South Orange,"New York-Newark-Jersey City, NY-NJ-PA",Essex County,0.870284803982602
5410,61631,6681,10017,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,2.237232133559983
5412,58680,6683,2190,zip,MA,MA,Weymouth,"Boston-Cambridge-Newton, MA-NH",Norfolk County,7.312449377846929
5413,59368,6684,4101,zip,ME,ME,Portland,"Portland-South Portland, ME",Cumberland County,5.003754921675265
5414,87503,6685,67208,zip,KS,KS,Wichita,"Wichita, KS",Sedgwick County,7.562054404373223
5415,96323,6686,91204,zip,CA,CA,Glendale,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,4.7824369300008565
5418,72523,6691,33304,zip,FL,FL,Fort Lauderdale,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,4.307994165939157
5420,72663,6694,33534,zip,FL,FL,Gibsonton,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,8.077199001951348
5422,72774,6699,33711,zip,FL,FL,Saint Petersburg,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County,7.395907740486162
5423,99123,6703,97209,zip,OR,OR,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,-1.2462523946565687
5424,67223,6705,22305,zip,VA,VA,Alexandria,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria City,4.775473448040027
5430,85884,6712,63042,zip,MO,MO,Hazelwood,"St. Louis, MO-IL",Saint Louis County,4.916644675390986
5432,99789,6716,98407,zip,WA,WA,Tacoma,"Seattle-Tacoma-Bellevue, WA",Pierce County,-0.3891001274832265
5433,77013,6720,44113,zip,OH,OH,Cleveland,"Cleveland-Elyria, OH",Cuyahoga County,-0.5895867790910378
5434,87120,6722,66204,zip,KS,KS,Overland Park,"Kansas City, MO-KS",Johnson County,5.864602098216701
5436,66141,6724,20018,zip,DC,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,-0.5849118736863502
5437,73965,6725,36606,zip,AL,AL,Mobile,"Mobile, AL",Mobile County,8.67892707440458
5439,94276,6729,83703,zip,ID,ID,Boise,"Boise City, ID",Ada County,-0.6702007293697004
5446,87875,6743,68128,zip,NE,NE,La Vista,"Omaha-Council Bluffs, NE-IA",Sarpy County,8.529394784910721
5450,98428,6749,95819,zip,CA,CA,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,3.834656072875308
5451,89962,6751,73139,zip,OK,OK,Oklahoma City,"Oklahoma City, OK",Oklahoma County,-1.617575389240046
5455,63951,6757,15220,zip,PA,PA,Pittsburgh,"Pittsburgh, PA",Allegheny County,5.277106984833097
5456,74373,6759,37411,zip,TN,TN,Chattanooga,"Chattanooga, TN-GA",Hamilton County,8.139378033583993
5457,70516,6762,29492,zip,SC,SC,Charleston,"Charleston-North Charleston, SC",Berkeley County,8.436849909772603
5459,96583,6768,92010,zip,CA,CA,Carlsbad,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,8.00093502147968
5461,84455,6773,60304,zip,IL,IL,Oak Park,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,5.819835077283078
5465,82287,6778,55437,zip,MN,MN,Bloomington,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,3.5774582668683372
5467,91328,6781,76247,zip,TX,TX,Justin,"Dallas-Fort Worth-Arlington, TX",Denton County,0.5227307298832785
5468,58761,6785,2452,zip,MA,MA,Waltham,"Boston-Cambridge-Newton, MA-NH",Middlesex County,6.155369870429367
5469,58671,6787,2171,zip,MA,MA,Quincy,"Boston-Cambridge-Newton, MA-NH",Norfolk County,3.1060749172819433
5470,66054,6790,19801,zip,DE,DE,Wilmington,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",New Castle County,5.139976712152729
5471,92315,6794,78219,zip,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,4.582201489097276
5479,77518,6804,45227,zip,OH,OH,Cincinnati,"Cincinnati, OH-KY-IN",Hamilton County,5.612783438711717
5482,93074,6811,79765,zip,TX,TX,Odessa,"Odessa, TX",Ector County,8.32194537534541
5483,77496,6812,45205,zip,OH,OH,Cincinnati,"Cincinnati, OH-KY-IN",Hamilton County,17.309331564747975
5486,71516,6818,31401,zip,GA,GA,Savannah,"Savannah, GA",Chatham County,5.3430641639651775
5489,73410,6823,35243,zip,AL,AL,Birmingham,"Birmingham-Hoover, AL",Jefferson County,1.1040076748249135
5494,72253,6841,32829,zip,FL,FL,Orlando,"Orlando-Kissimmee-Sanford, FL",Orange County,6.391589823676583
5497,73384,6845,35214,zip,AL,AL,Forestdale,"Birmingham-Hoover, AL",Jefferson County,14.012904818264188
5500,59369,6850,4102,zip,ME,ME,Portland,"Portland-South Portland, ME",Cumberland County,3.978164449512575
5501,63628,6851,14607,zip,NY,NY,Rochester,"Rochester, NY",Monroe County,4.9957284967967865
5505,69338,6862,27408,zip,NC,NC,Greensboro,"Greensboro-High Point, NC",Guilford County,2.919377955569175
5507,99130,6867,97216,zip,OR,OR,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,4.812157368870316
5515,86350,6884,64111,zip,MO,MO,Kansas City,"Kansas City, MO-KS",Jackson County,4.268691639999123
5517,71797,6886,32118,zip,FL,FL,Daytona Beach,"Deltona-Daytona Beach-Ormond Beach, FL",Volusia County,3.5444497548856195
5519,74239,6894,37208,zip,TN,TN,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County,2.648094545606427
5522,70359,6899,29204,zip,SC,SC,Columbia,"Columbia, SC",Richland County,10.310794891387301
5527,72311,6911,32934,zip,FL,FL,Melbourne,"Palm Bay-Melbourne-Titusville, FL",Brevard County,-0.41241496729504834
5535,72439,6928,33136,zip,FL,FL,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,3.9797142177722256
5540,66136,6937,20012,zip,DC,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,2.761790560755296
5541,65063,6940,17401,zip,PA,PA,York,"York-Hanover, PA",York County,11.059520695530606
5542,65790,6941,19123,zip,PA,PA,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,0.22885013378188399
5544,93583,6945,80905,zip,CO,CO,Colorado Springs,"Colorado Springs, CO",El Paso County,1.7143094346276229
5545,91189,6948,76015,zip,TX,TX,Arlington,"Dallas-Fort Worth-Arlington, TX",Tarrant County,4.471364980205548
5546,71879,6949,32226,zip,FL,FL,Jacksonville,"Jacksonville, FL",Duval County,1.4693017652084568
5548,399593,6955,48033,zip,MI,MI,Southfield,"Detroit-Warren-Dearborn, MI",Oakland County,4.755143369842424
5552,71976,6962,32408,zip,FL,FL,Panama City Beach,"Panama City, FL",Bay County,4.7309526988648685
5555,90801,6969,75249,zip,TX,TX,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,6.252883944484733
5556,91707,6973,77058,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,4.577027804212172
5557,85922,6974,63104,zip,MO,MO,Saint Louis,"St. Louis, MO-IL",Saint Louis City,6.72107490357583
5558,87882,6974,68136,zip,NE,NE,Omaha,"Omaha-Council Bluffs, NE-IA",Sarpy County,7.8577621494673
5567,94845,6994,85253,zip,AZ,AZ,Paradise Valley,"Phoenix-Mesa-Chandler, AZ",Maricopa County,7.907219726436282
5571,96773,7000,92270,zip,CA,CA,Rancho Mirage,"Riverside-San Bernardino-Ontario, CA",Riverside County,8.860764489726112
5574,97819,7007,94618,zip,CA,CA,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,2.0321617801262235
5575,96103,7008,90245,zip,CA,CA,El Segundo,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,4.5574528732983
5577,60367,7011,6515,zip,CT,CT,New Haven,"New Haven-Milford, CT",New Haven County,6.834639670863936
5578,74235,7014,37204,zip,TN,TN,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County,1.2872438407864317
5581,77510,7017,45219,zip,OH,OH,Cincinnati,"Cincinnati, OH-KY-IN",Hamilton County,7.299663863148102
5583,85926,7023,63108,zip,MO,MO,Saint Louis,"St. Louis, MO-IL",Saint Louis City,2.121132675647645
5585,90302,7027,74114,zip,OK,OK,Tulsa,"Tulsa, OK",Tulsa County,6.213438972503592
5588,79476,7034,48912,zip,MI,MI,Lansing,"Lansing-East Lansing, MI",Ingham County,2.8994669694882265
5589,92033,7035,77568,zip,TX,TX,La Marque,"Houston-The Woodlands-Sugar Land, TX",Galveston County,3.8231236072528816
5592,71981,7042,32413,zip,FL,FL,Panama City Beach,"Panama City, FL",Bay County,-2.0463812551606746
5593,76583,7045,43215,zip,OH,OH,Columbus,"Columbus, OH",Franklin County,5.0221270338039234
5595,85923,7047,63105,zip,MO,MO,Clayton,"St. Louis, MO-IL",Saint Louis County,5.191954401220953
5601,70798,7061,30011,zip,GA,GA,Auburn,"Atlanta-Sandy Springs-Alpharetta, GA",Barrow County,-2.000862570018006
5602,87118,7066,66202,zip,KS,KS,Mission,"Kansas City, MO-KS",Johnson County,6.621309590596736
5604,87191,7069,66503,zip,KS,KS,Manhattan,"Manhattan, KS",Riley County,0.3950590457662654
5606,99115,7072,97201,zip,OR,OR,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,-2.5630017453826377
5610,81433,7086,53718,zip,WI,WI,Madison,"Madison, WI",Dane County,6.931196194883517
5614,95308,7095,87113,zip,NM,NM,Albuquerque,"Albuquerque, NM",Bernalillo County,1.834664033616103
5615,58989,7096,2915,zip,RI,RI,East Providence,"Providence-Warwick, RI-MA",Providence County,4.540695933588397
5616,69339,7097,27409,zip,NC,NC,Greensboro,"Greensboro-High Point, NC",Guilford County,1.6915632940236482
5618,58939,7101,2842,zip,RI,RI,Middletown,"Providence-Warwick, RI-MA",Newport County,17.383383173348815
5620,99591,7103,98136,zip,WA,WA,Seattle,"Seattle-Tacoma-Bellevue, WA",King County,0.30671880575437926
5621,75562,7104,40208,zip,KY,KY,Louisville,"Louisville/Jefferson County, KY-IN",Jefferson County,4.707743548167737
5625,93292,7109,80216,zip,CO,CO,Denver,"Denver-Aurora-Lakewood, CO",Denver County,0.3951728294332412
5626,73002,7111,34108,zip,FL,FL,Naples,"Naples-Marco Island, FL",Collier County,31.380566683348228
5631,96395,7124,91381,zip,CA,CA,Stevenson Ranch,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,7.945494303806218
5632,73595,7129,35757,zip,AL,AL,Madison,"Huntsville, AL",Madison County,0.4627784472912017
5637,74646,7138,38108,zip,TN,TN,Memphis,"Memphis, TN-MS-AR",Shelby County,24.406235201405043
5639,82253,7140,55403,zip,MN,MN,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,-1.5848908781394448
5645,73375,7148,35205,zip,AL,AL,Birmingham,"Birmingham-Hoover, AL",Jefferson County,3.5160015181503743
5648,72764,7153,33701,zip,FL,FL,Saint Petersburg,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County,2.0732356417817144
5651,73056,7163,34237,zip,FL,FL,Sarasota,"North Port-Sarasota-Bradenton, FL",Sarasota County,6.563677966625861
5653,72800,7167,33759,zip,FL,FL,Clearwater,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County,5.482354483487378
5654,66256,7170,20166,zip,VA,VA,Sterling,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,7.39310649811261
5655,75566,7171,40212,zip,KY,KY,Louisville,"Louisville/Jefferson County, KY-IN",Jefferson County,4.824637234513079
5657,99949,7176,98663,zip,WA,WA,Vancouver,"Portland-Vancouver-Hillsboro, OR-WA",Clark County,5.711821882809322
5658,63479,7177,14222,zip,NY,NY,Buffalo,"Buffalo-Cheektowaga, NY",Erie County,7.594513049652645
5659,67601,7178,23226,zip,VA,VA,Richmond,"Richmond, VA",Richmond City,1.7811713768312063
5663,72767,7187,33704,zip,FL,FL,Saint Petersburg,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County,9.769050280484304
5667,94842,7194,85250,zip,AZ,AZ,Scottsdale,"Phoenix-Mesa-Chandler, AZ",Maricopa County,6.213806122841949
5670,86354,7199,64116,zip,MO,MO,Kansas City,"Kansas City, MO-KS",Clay County,6.833373730896958
5676,71860,7222,32206,zip,FL,FL,Jacksonville,"Jacksonville, FL",Duval County,12.776449879294931
5677,79085,7223,48230,zip,MI,MI,Grosse Pointe Park,"Detroit-Warren-Dearborn, MI",Wayne County,-0.7499243277848243
5678,90754,7224,75201,zip,TX,TX,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,-2.5485779799662427
5685,91310,7237,76207,zip,TX,TX,Denton,"Dallas-Fort Worth-Arlington, TX",Denton County,1.7769260499910282
5688,77493,7242,45202,zip,OH,OH,Cincinnati,"Cincinnati, OH-KY-IN",Hamilton County,4.184686503334093
5697,67918,7251,24015,zip,VA,VA,Roanoke,"Roanoke, VA",Roanoke City,13.35044995284278
5701,83534,7263,58203,zip,ND,ND,Grand Forks,"Grand Forks, ND-MN",Grand Forks County,11.463077934448233
5702,97836,7266,94702,zip,CA,CA,Berkeley,"San Francisco-Oakland-Berkeley, CA",Alameda County,2.827292527676801
5703,78043,7269,46228,zip,IN,IN,Indianapolis,"Indianapolis-Carmel-Anderson, IN",Marion County,4.935020895226789
5705,91747,7279,77098,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,1.9820780989514477
5706,71969,7279,32401,zip,FL,FL,Panama City,"Panama City, FL",Bay County,11.698405240232516
5707,75557,7281,40203,zip,KY,KY,Louisville,"Louisville/Jefferson County, KY-IN",Jefferson County,8.374270424912178
5708,73329,7282,35120,zip,AL,AL,Odenville,"Birmingham-Hoover, AL",Saint Clair County,3.0541688042320603
5713,86349,7298,64110,zip,MO,MO,Kansas City,"Kansas City, MO-KS",Jackson County,13.871344106306196
5717,87509,7314,67214,zip,KS,KS,Wichita,"Wichita, KS",Sedgwick County,10.665429746294748
5719,90611,7316,75001,zip,TX,TX,Addison,"Dallas-Fort Worth-Arlington, TX",Dallas County,0.6534816976061086
5722,58760,7325,2451,zip,MA,MA,Waltham,"Boston-Cambridge-Newton, MA-NH",Middlesex County,8.557009557410195
5723,72708,7328,33605,zip,FL,FL,Tampa,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,7.024504020694312
5724,97528,7329,94041,zip,CA,CA,Mountain View,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,0.16152010256080096
5732,82159,7344,55306,zip,MN,MN,Burnsville,"Minneapolis-St. Paul-Bloomington, MN-WI",Dakota County,3.482249459541855
5733,72999,7345,34105,zip,FL,FL,Naples,"Naples-Marco Island, FL",Collier County,11.503374694752047
5735,67220,7346,22302,zip,VA,VA,Arlington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,5.104460388247075
5738,71522,7355,31407,zip,GA,GA,Port Wentworth,"Savannah, GA",Chatham County,0.6531590881894992
5747,72395,7372,33066,zip,FL,FL,Coconut Creek,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,7.343333845905489
5749,96097,7377,90232,zip,CA,CA,Culver City,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,4.013949658338432
5753,93218,7385,80030,zip,CO,CO,Westminster,"Denver-Aurora-Lakewood, CO",Adams County,1.9113477956338614
5754,72801,7387,33760,zip,FL,FL,South Highpoint,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County,1.2679813653861738
5755,69837,7389,28301,zip,NC,NC,Fayetteville,"Fayetteville, NC",Cumberland County,3.1254310089071646
5756,72457,7391,33154,zip,FL,FL,Bal Harbour,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,4.45155199677868
5757,100220,7395,99501,zip,AK,AK,Anchorage,"Anchorage, AK",Anchorage Borough,4.076808182414677
